Level,No,English,Korean
Intermediate,73,I’m planning to meet a friend this weekend.,이번 주말 친구를 만날 계획이에요.
Intermediate,74,I’m planning to meet a friend next week.,다음 주 친구를 만날 계획이에요.
Intermediate,75,I’m planning to meet a friend next month.,다음 달 친구를 만날 계획이에요.
Intermediate,76,I’m planning to go hiking today.,오늘 등산을 갈 계획이에요.
Intermediate,77,I’m planning to go hiking tomorrow.,내일 등산을 갈 계획이에요.
Intermediate,78,I’m planning to go hiking this weekend.,이번 주말 등산을 갈 계획이에요.
Intermediate,79,I’m planning to go hiking next week.,다음 주 등산을 갈 계획이에요.
Intermediate,80,I’m planning to go hiking next month.,다음 달 등산을 갈 계획이에요.
Intermediate,81,I’m planning to rest at home today.,오늘 집에서 쉴 계획이에요.
Intermediate,82,I’m planning to rest at home tomorrow.,내일 집에서 쉴 계획이에요.
Intermediate,83,I’m planning to rest at home this weekend.,이번 주말 집에서 쉴 계획이에요.
Intermediate,84,I’m planning to rest at home next week.,다음 주 집에서 쉴 계획이에요.
Intermediate,85,I’m planning to rest at home next month.,다음 달 집에서 쉴 계획이에요.
Intermediate,86,I’m having trouble with my phone battery is low. Could you help me?,휴대폰 배터리가 부족해요 문제가 있어요. 도와주실 수 있나요?
Intermediate,87,I’m having trouble with I can’t find my reservation. Could you help me?,예약을 찾을 수 없어요 문제가 있어요. 도와주실 수 있나요?
Intermediate,88,I’m having trouble with the Wi‑Fi isn’t working. Could you help me?,와이파이가 안 돼요 문제가 있어요. 도와주실 수 있나요?
Intermediate,89,I’m having trouble with this app keeps crashing. Could you help me?,이 앱이 자꾸 꺼져요 문제가 있어요. 도와주실 수 있나요?
Intermediate,90,I’m having trouble with the air conditioner is too cold. Could you help me?,에어컨이 너무 추워요 문제가 있어요. 도와주실 수 있나요?
Intermediate,91,I’m having trouble with the room is too noisy. Could you help me?,방이 너무 시끄러워요 문제가 있어요. 도와주실 수 있나요?
Intermediate,92,I’m having trouble with the order is wrong. Could you help me?,주문이 잘못 나왔어요 문제가 있어요. 도와주실 수 있나요?
Intermediate,93,I’m having trouble with the bill looks incorrect. Could you help me?,계산서가 잘못된 것 같아요 문제가 있어요. 도와주실 수 있나요?
Intermediate,94,I’m having trouble with I lost my card. Could you help me?,카드를 잃어버렸어요 문제가 있어요. 도와주실 수 있나요?
Intermediate,95,I’m having trouble with my suitcase is missing. Could you help me?,가방이 없어졌어요 문제가 있어요. 도와주실 수 있나요?
Intermediate,96,Could you clarify what you mean by “deadline”?,“마감일”가 무슨 뜻인지 설명해 주실 수 있나요?
Intermediate,97,Could you clarify what you mean by “refund”?,“환불”가 무슨 뜻인지 설명해 주실 수 있나요?
Intermediate,98,Could you clarify what you mean by “subscription”?,“구독”가 무슨 뜻인지 설명해 주실 수 있나요?
Intermediate,99,Could you clarify what you mean by “reservation”?,“예약”가 무슨 뜻인지 설명해 주실 수 있나요?
Intermediate,100,Could you clarify what you mean by “cancellation fee”?,“취소 수수료”가 무슨 뜻인지 설명해 주실 수 있나요?
Intermediate,101,I’d rather take the subway than take a taxi.,택시를 타는 것보다는 지하철을 타는 것을/를 더 선호해요.
Intermediate,102,I’d rather take the subway than eat out.,외식하는 것보다는 지하철을 타는 것을/를 더 선호해요.
Intermediate,103,I’d rather take the subway than scroll on my phone.,휴대폰을 보는 것보다는 지하철을 타는 것을/를 더 선호해요.
Intermediate,104,I’d rather take the subway than study late at night.,늦게 공부하는 것보다는 지하철을 타는 것을/를 더 선호해요.
Intermediate,105,I’d rather take the subway than drive.,운전하는 것보다는 지하철을 타는 것을/를 더 선호해요.
Intermediate,106,I’d rather eat at home than take a taxi.,택시를 타는 것보다는 집에서 먹는 것을/를 더 선호해요.
Intermediate,107,I’d rather eat at home than eat out.,외식하는 것보다는 집에서 먹는 것을/를 더 선호해요.
Intermediate,108,I’d rather eat at home than scroll on my phone.,휴대폰을 보는 것보다는 집에서 먹는 것을/를 더 선호해요.
Intermediate,109,I’d rather eat at home than study late at night.,늦게 공부하는 것보다는 집에서 먹는 것을/를 더 선호해요.
Intermediate,110,I’d rather eat at home than drive.,운전하는 것보다는 집에서 먹는 것을/를 더 선호해요.
Intermediate,111,I’d rather watch a movie than take a taxi.,택시를 타는 것보다는 영화를 보는 것을/를 더 선호해요.
Intermediate,112,I’d rather watch a movie than eat out.,외식하는 것보다는 영화를 보는 것을/를 더 선호해요.
Intermediate,113,I’d rather watch a movie than scroll on my phone.,휴대폰을 보는 것보다는 영화를 보는 것을/를 더 선호해요.
Intermediate,114,I’d rather watch a movie than study late at night.,늦게 공부하는 것보다는 영화를 보는 것을/를 더 선호해요.
Intermediate,115,I’d rather watch a movie than drive.,운전하는 것보다는 영화를 보는 것을/를 더 선호해요.
Intermediate,116,I’d rather study in the morning than take a taxi.,택시를 타는 것보다는 아침에 공부하는 것을/를 더 선호해요.
Intermediate,117,I’d rather study in the morning than eat out.,외식하는 것보다는 아침에 공부하는 것을/를 더 선호해요.
Intermediate,118,I’d rather study in the morning than scroll on my phone.,휴대폰을 보는 것보다는 아침에 공부하는 것을/를 더 선호해요.
Intermediate,119,I’d rather study in the morning than study late at night.,늦게 공부하는 것보다는 아침에 공부하는 것을/를 더 선호해요.
Intermediate,120,I’d rather study in the morning than drive.,운전하는 것보다는 아침에 공부하는 것을/를 더 선호해요.
Intermediate,121,I’d rather walk than take a taxi.,택시를 타는 것보다는 걷는 것을/를 더 선호해요.
Intermediate,122,I’d rather walk than eat out.,외식하는 것보다는 걷는 것을/를 더 선호해요.
Intermediate,123,I’d rather walk than scroll on my phone.,휴대폰을 보는 것보다는 걷는 것을/를 더 선호해요.
Intermediate,124,I’d rather walk than study late at night.,늦게 공부하는 것보다는 걷는 것을/를 더 선호해요.
Intermediate,125,I’d rather walk than drive.,운전하는 것보다는 걷는 것을/를 더 선호해요.
Intermediate,126,Could we meet at 10 a.m.?,오전 10시에 만날 수 있을까요?
Intermediate,127,Could we meet at noon?,정오에 만날 수 있을까요?
Intermediate,128,Could we meet at 3 p.m.?,오후 3시에 만날 수 있을까요?
Intermediate,129,Could we meet at 6 p.m.?,오후 6시에 만날 수 있을까요?
Intermediate,130,Could we meet at 8 p.m.?,오후 8시에 만날 수 있을까요?
Intermediate,131,I didn’t catch that—could you say it more slowly?,잘 못 들었어요—조금 더 천천히 말해 주실 수 있나요?
Intermediate,132,"If I understood correctly, you said the meeting starts at 2 p.m..","제가 맞게 이해했다면, 미팅이 오후 2시에 시작한다라고 하신 거죠?"
Intermediate,133,"If I understood correctly, you said the refund takes 3 to 5 days.","제가 맞게 이해했다면, 환불이 3~5일 걸린다라고 하신 거죠?"
Intermediate,134,"If I understood correctly, you said the train is delayed.","제가 맞게 이해했다면, 기차가 지연되고 있다라고 하신 거죠?"
Intermediate,135,"If I understood correctly, you said the price includes tax.","제가 맞게 이해했다면, 가격에 세금이 포함되어 있다라고 하신 거죠?"
Intermediate,136,"If I understood correctly, you said the reservation is confirmed.","제가 맞게 이해했다면, 예약이 확정되었다라고 하신 거죠?"
Intermediate,137,What’s the best way to get to the subway station?,지하철역에 가는 가장 좋은 방법이 뭐예요?
Intermediate,138,What’s the best way to get to the bus stop?,버스 정류장에 가는 가장 좋은 방법이 뭐예요?
Intermediate,139,What’s the best way to get to the restroom?,화장실에 가는 가장 좋은 방법이 뭐예요?
Intermediate,140,What’s the best way to get to the exit?,출구에 가는 가장 좋은 방법이 뭐예요?
Intermediate,141,What’s the best way to get to the entrance?,입구에 가는 가장 좋은 방법이 뭐예요?
Intermediate,142,What’s the best way to get to the hotel?,호텔에 가는 가장 좋은 방법이 뭐예요?
Intermediate,143,What’s the best way to get to the restaurant?,식당에 가는 가장 좋은 방법이 뭐예요?
Intermediate,144,What’s the best way to get to the pharmacy?,약국에 가는 가장 좋은 방법이 뭐예요?
Intermediate,145,What’s the best way to get to the hospital?,병원에 가는 가장 좋은 방법이 뭐예요?
Intermediate,146,What’s the best way to get to the bank?,은행에 가는 가장 좋은 방법이 뭐예요?
Intermediate,147,What’s the best way to get to the convenience store?,편의점에 가는 가장 좋은 방법이 뭐예요?
Intermediate,148,What’s the best way to get to the supermarket?,슈퍼마켓에 가는 가장 좋은 방법이 뭐예요?
Intermediate,149,What’s the best way to get to the coffee shop?,카페에 가는 가장 좋은 방법이 뭐예요?
Intermediate,150,What’s the best way to get to the police station?,경찰서에 가는 가장 좋은 방법이 뭐예요?
Intermediate,151,What’s the best way to get to the information desk?,안내 데스크에 가는 가장 좋은 방법이 뭐예요?
Intermediate,152,What’s the best way to get to the ticket office?,매표소에 가는 가장 좋은 방법이 뭐예요?
Intermediate,153,What’s the best way to get to the platform?,승강장에 가는 가장 좋은 방법이 뭐예요?
Intermediate,154,What’s the best way to get to the elevator?,엘리베이터에 가는 가장 좋은 방법이 뭐예요?
